Entity	Date	CumulativeTesting	Daily.change.in.cumulative.total
Sri Lanka - tests performed	2021-04-20	2607703	8404
Sri Lanka - tests performed	2021-04-21	2620167	12464
Sri Lanka - tests performed	2021-04-22	2635435	15268
Sri Lanka - tests performed	2021-04-23	2647874	12439
Sri Lanka - tests performed	2021-04-24	2664734	16860
Sri Lanka - tests performed	2021-04-25	2678653	13919
Sri Lanka - tests performed	2021-04-26	2691791	13138
Sri Lanka - tests performed	2021-04-27	2705756	13965
Sri Lanka - tests performed	2021-04-28	2720121	14365
Sri Lanka - tests performed	2021-04-29	2743851	23730
Sri Lanka - tests performed	2021-04-30	2770955	27104
Sri Lanka - tests performed	2021-05-01	2796187	25232
Sri Lanka - tests performed	2021-05-02	2819818	23631
Sri Lanka - tests performed	2021-05-03	2838402	18584
Sri Lanka - tests performed	2021-05-04	2860781	22379
Sri Lanka - tests performed	2021-05-05	2887141	26360
Sweden - tests performed	2020-07-13	NA	9913
Sweden - tests performed	2020-07-14	NA	9913
Sweden - tests performed	2020-07-15	NA	9913
Sweden - tests performed	2020-07-16	NA	9913
Sweden - tests performed	2020-07-17	NA	9913
Sweden - tests performed	2020-07-18	NA	9913
Sweden - tests performed	2020-07-19	NA	9913
Sweden - tests performed	2020-07-20	NA	8449
Sweden - tests performed	2020-07-21	NA	8449
Sweden - tests performed	2020-07-22	NA	8449
Sweden - tests performed	2020-07-23	NA	8449
Sweden - tests performed	2020-07-24	NA	8449
Sweden - tests performed	2020-07-25	NA	8449
Sweden - tests performed	2020-07-26	NA	8449
Sweden - tests performed	2020-07-27	NA	7566
Sweden - tests performed	2020-07-28	NA	7566
Sweden - tests performed	2020-07-29	NA	7566
Sweden - tests performed	2020-07-30	NA	7566
Sweden - tests performed	2020-07-31	NA	7566
Sweden - tests performed	2020-08-01	NA	7566
Sweden - tests performed	2020-08-02	NA	7566
Sweden - tests performed	2020-08-03	NA	7674
Sweden - tests performed	2020-08-04	NA	7674
Sweden - tests performed	2020-08-05	NA	7674
Sweden - tests performed	2020-08-06	NA	7674
Sweden - tests performed	2020-08-07	NA	7674
Sweden - tests performed	2020-08-08	NA	7674
Sweden - tests performed	2020-08-09	NA	7674
Sweden - tests performed	2020-08-10	NA	8090
Sweden - tests performed	2020-08-11	NA	8090
Sweden - tests performed	2020-08-12	NA	8090
Sweden - tests performed	2020-08-13	NA	8090
Sweden - tests performed	2020-08-14	NA	8090
Sweden - tests performed	2020-08-15	NA	8090
Sweden - tests performed	2020-08-16	NA	8090
Sweden - tests performed	2020-08-17	NA	9364
Sweden - tests performed	2020-08-18	NA	9364
Sweden - tests performed	2020-08-19	NA	9364
Sweden - tests performed	2020-08-20	NA	9364
Sweden - tests performed	2020-08-21	NA	9364
Sweden - tests performed	2020-08-22	NA	9364
Sweden - tests performed	2020-08-23	NA	9364
Sweden - tests performed	2020-08-24	NA	12151
Sweden - tests performed	2020-08-25	NA	12151
Sweden - tests performed	2020-08-26	NA	12151
Sweden - tests performed	2020-08-27	NA	12151
Sweden - tests performed	2020-08-28	NA	12151
Sweden - tests performed	2020-08-29	NA	12151
Sweden - tests performed	2020-08-30	NA	12151
Sweden - tests performed	2020-08-31	NA	18027
Sweden - tests performed	2020-09-01	NA	18027
Sweden - tests performed	2020-09-02	NA	18027
Sweden - tests performed	2020-09-03	NA	18027
Sweden - tests performed	2020-09-04	NA	18027
Sweden - tests performed	2020-09-05	NA	18027
Sweden - tests performed	2020-09-06	NA	18027
Sweden - tests performed	2020-09-07	NA	20382
Sweden - tests performed	2020-09-08	NA	20382
Sweden - tests performed	2020-09-09	NA	20382
Sweden - tests performed	2020-09-10	NA	20382
Sweden - tests performed	2020-09-11	NA	20382
Sweden - tests performed	2020-09-12	NA	20382
Sweden - tests performed	2020-09-13	NA	20382
Sweden - tests performed	2020-09-14	NA	19924
Sweden - tests performed	2020-09-15	NA	19924
Sweden - tests performed	2020-09-16	NA	19924
Sweden - tests performed	2020-09-17	NA	19924
Sweden - tests performed	2020-09-18	NA	19924
Sweden - tests performed	2020-09-19	NA	19924
Sweden - tests performed	2020-09-20	NA	19924
Sweden - tests performed	2020-09-21	NA	18407
Sweden - tests performed	2020-09-22	NA	18407
Sweden - tests performed	2020-09-23	NA	18407
Sweden - tests performed	2020-09-24	NA	18407
Sweden - tests performed	2020-09-25	NA	18407
Sweden - tests performed	2020-09-26	NA	18407
Sweden - tests performed	2020-09-27	NA	18407
Sweden - tests performed	2020-09-28	NA	18580
Sweden - tests performed	2020-09-29	NA	18580
Sweden - tests performed	2020-09-30	NA	18580
Sweden - tests performed	2020-10-01	NA	18580
Sweden - tests performed	2020-10-02	NA	18580
Sweden - tests performed	2020-10-03	NA	18580
Sweden - tests performed	2020-10-04	NA	18580
Sweden - tests performed	2020-10-05	NA	19916
Sweden - tests performed	2020-10-06	NA	19916
Sweden - tests performed	2020-10-07	NA	19916
Sweden - tests performed	2020-10-08	NA	19916
Sweden - tests performed	2020-10-09	NA	19916
Sweden - tests performed	2020-10-10	NA	19916
Sweden - tests performed	2020-10-11	NA	19916
Sweden - tests performed	2020-10-12	NA	21564
Sweden - tests performed	2020-10-13	NA	21564
Sweden - tests performed	2020-10-14	NA	21564
Sweden - tests performed	2020-10-15	NA	21564
Sweden - tests performed	2020-10-16	NA	21564
Sweden - tests performed	2020-10-17	NA	21564
Sweden - tests performed	2020-10-18	NA	21564
Sweden - tests performed	2020-10-19	NA	23961
Sweden - tests performed	2020-10-20	NA	23961
Sweden - tests performed	2020-10-21	NA	23961
Sweden - tests performed	2020-10-22	NA	23961
Sweden - tests performed	2020-10-23	NA	23961
Sweden - tests performed	2020-10-24	NA	23961
Sweden - tests performed	2020-10-25	NA	23961
Sweden - tests performed	2020-10-26	NA	27613
Sweden - tests performed	2020-10-27	NA	27613
Sweden - tests performed	2020-10-28	NA	27613
Sweden - tests performed	2020-10-29	NA	27613
Sweden - tests performed	2020-10-30	NA	27613
Sweden - tests performed	2020-10-31	NA	27613
Sweden - tests performed	2020-11-01	NA	27613
Sweden - tests performed	2020-11-02	NA	33414
Sweden - tests performed	2020-11-03	NA	33414
Sweden - tests performed	2020-11-04	NA	33414
Sweden - tests performed	2020-11-05	NA	33414
Sweden - tests performed	2020-11-06	NA	33414
Sweden - tests performed	2020-11-07	NA	33414
Sweden - tests performed	2020-11-08	NA	33414
Sweden - tests performed	2020-11-09	NA	37239
Sweden - tests performed	2020-11-10	NA	37239
Sweden - tests performed	2020-11-11	NA	37239
Sweden - tests performed	2020-11-12	NA	37239
Sweden - tests performed	2020-11-13	NA	37239
Sweden - tests performed	2020-11-14	NA	37239
Sweden - tests performed	2020-11-15	NA	37239
Sweden - tests performed	2020-11-16	NA	38266
Sweden - tests performed	2020-11-17	NA	38266
Sweden - tests performed	2020-11-18	NA	38266
Sweden - tests performed	2020-11-19	NA	38266
Sweden - tests performed	2020-11-20	NA	38266
Sweden - tests performed	2020-11-21	NA	38266
Sweden - tests performed	2020-11-22	NA	38266
Sweden - tests performed	2020-11-23	NA	40350
Sweden - tests performed	2020-11-24	NA	40350
Sweden - tests performed	2020-11-25	NA	40350
Sweden - tests performed	2020-11-26	NA	40350
Sweden - tests performed	2020-11-27	NA	40350
Sweden - tests performed	2020-11-28	NA	40350
Sweden - tests performed	2020-11-29	NA	40350
Sweden - tests performed	2020-11-30	NA	38302
Sweden - tests performed	2020-12-01	NA	38302
Sweden - tests performed	2020-12-02	NA	38302
Sweden - tests performed	2020-12-03	NA	38302
Sweden - tests performed	2020-12-04	NA	38302
Sweden - tests performed	2020-12-05	NA	38302
Sweden - tests performed	2020-12-06	NA	38302
Sweden - tests performed	2020-12-07	NA	39644
Sweden - tests performed	2020-12-08	NA	39644
Sweden - tests performed	2020-12-09	NA	39644
Sweden - tests performed	2020-12-10	NA	39644
Sweden - tests performed	2020-12-11	NA	39644
Sweden - tests performed	2020-12-12	NA	39644
Sweden - tests performed	2020-12-13	NA	39644
Sweden - tests performed	2020-12-14	NA	43821
Sweden - tests performed	2020-12-15	NA	43821
Sweden - tests performed	2020-12-16	NA	43821
Sweden - tests performed	2020-12-17	NA	43821
Sweden - tests performed	2020-12-18	NA	43821
Sweden - tests performed	2020-12-19	NA	43821
Sweden - tests performed	2020-12-20	NA	43821
Sweden - tests performed	2020-12-21	NA	34116
Sweden - tests performed	2020-12-22	NA	34116
Sweden - tests performed	2020-12-23	NA	34116
Sweden - tests performed	2020-12-24	NA	34116
Sweden - tests performed	2020-12-25	NA	34116
Sweden - tests performed	2020-12-26	NA	34116
Sweden - tests performed	2020-12-27	NA	34116
Sweden - tests performed	2020-12-28	NA	29221
Sweden - tests performed	2020-12-29	NA	29221
Sweden - tests performed	2020-12-30	NA	29221
Sweden - tests performed	2020-12-31	NA	29221
Sweden - tests performed	2021-01-01	NA	29221
Sweden - tests performed	2021-01-02	NA	29221
Sweden - tests performed	2021-01-03	NA	29221
Sweden - tests performed	2021-01-04	NA	30475
Sweden - tests performed	2021-01-05	NA	30475
Sweden - tests performed	2021-01-06	NA	30475
Sweden - tests performed	2021-01-07	NA	30475
Sweden - tests performed	2021-01-08	NA	30475
Sweden - tests performed	2021-01-09	NA	30475
Sweden - tests performed	2021-01-10	NA	30475
Sweden - tests performed	2021-01-11	NA	29567
Sweden - tests performed	2021-01-12	NA	29567
Sweden - tests performed	2021-01-13	NA	29567
Sweden - tests performed	2021-01-14	NA	29567
Sweden - tests performed	2021-01-15	NA	29567
Sweden - tests performed	2021-01-16	NA	29567
Sweden - tests performed	2021-01-17	NA	29567
Sweden - tests performed	2021-01-18	NA	28494
Sweden - tests performed	2021-01-19	NA	28494
Sweden - tests performed	2021-01-20	NA	28494
Sweden - tests performed	2021-01-21	NA	28494
Sweden - tests performed	2021-01-22	NA	28494
Sweden - tests performed	2021-01-23	NA	28494
Sweden - tests performed	2021-01-24	NA	28494
Sweden - tests performed	2021-01-25	NA	28405
Sweden - tests performed	2021-01-26	NA	28405
Sweden - tests performed	2021-01-27	NA	28405
Sweden - tests performed	2021-01-28	NA	28405
Sweden - tests performed	2021-01-29	NA	28405
Sweden - tests performed	2021-01-30	NA	28405
Sweden - tests performed	2021-01-31	NA	28405
Sweden - tests performed	2021-02-01	NA	29034
Sweden - tests performed	2021-02-02	NA	29034
Sweden - tests performed	2021-02-03	NA	29034
Sweden - tests performed	2021-02-04	NA	29034
Sweden - tests performed	2021-02-05	NA	29034
Sweden - tests performed	2021-02-06	NA	29034
Sweden - tests performed	2021-02-07	NA	29034
Sweden - tests performed	2021-02-08	NA	30710
Sweden - tests performed	2021-02-09	NA	30710
Sweden - tests performed	2021-02-10	NA	30710
Sweden - tests performed	2021-02-11	NA	30710
Sweden - tests performed	2021-02-12	NA	30710
Sweden - tests performed	2021-02-13	NA	30710
Sweden - tests performed	2021-02-14	NA	30710
Sweden - tests performed	2021-02-15	NA	32580
Sweden - tests performed	2021-02-16	NA	32580
Sweden - tests performed	2021-02-17	NA	32580
Sweden - tests performed	2021-02-18	NA	32580
Sweden - tests performed	2021-02-19	NA	32580
Sweden - tests performed	2021-02-20	NA	32580
Sweden - tests performed	2021-02-21	NA	32580
Sweden - tests performed	2021-02-22	NA	34898
Sweden - tests performed	2021-02-23	NA	34898
Sweden - tests performed	2021-02-24	NA	34898
Sweden - tests performed	2021-02-25	NA	34898
Sweden - tests performed	2021-02-26	NA	34898
Sweden - tests performed	2021-02-27	NA	34898
Sweden - tests performed	2021-02-28	NA	34898
Sweden - tests performed	2021-03-01	NA	36440
Sweden - tests performed	2021-03-02	NA	36440
Sweden - tests performed	2021-03-03	NA	36440
Sweden - tests performed	2021-03-04	NA	36440
Sweden - tests performed	2021-03-05	NA	36440
Sweden - tests performed	2021-03-06	NA	36440
Sweden - tests performed	2021-03-07	NA	36440
Sweden - tests performed	2021-03-08	NA	39611
Sweden - tests performed	2021-03-09	NA	39611
Sweden - tests performed	2021-03-10	NA	39611
Sweden - tests performed	2021-03-11	NA	39611
Sweden - tests performed	2021-03-12	NA	39611
Sweden - tests performed	2021-03-13	NA	39611
Sweden - tests performed	2021-03-14	NA	39611
Sweden - tests performed	2021-03-15	NA	44584
Sweden - tests performed	2021-03-16	NA	44584
Sweden - tests performed	2021-03-17	NA	44584
Sweden - tests performed	2021-03-18	NA	44584
Sweden - tests performed	2021-03-19	NA	44584
Sweden - tests performed	2021-03-20	NA	44584
Sweden - tests performed	2021-03-21	NA	44584
Sweden - tests performed	2021-03-22	NA	48560
Sweden - tests performed	2021-03-23	NA	48560
Sweden - tests performed	2021-03-24	NA	48560
Sweden - tests performed	2021-03-25	NA	48560
Sweden - tests performed	2021-03-26	NA	48560
Sweden - tests performed	2021-03-27	NA	48560
Sweden - tests performed	2021-03-28	NA	48560
Sweden - tests performed	2021-03-29	NA	46403
Sweden - tests performed	2021-03-30	NA	46403
Sweden - tests performed	2021-03-31	NA	46403
Sweden - tests performed	2021-04-01	NA	46403
Sweden - tests performed	2021-04-02	NA	46403
Sweden - tests performed	2021-04-03	NA	46403
Sweden - tests performed	2021-04-04	NA	46403
Sweden - tests performed	2021-04-05	NA	44659
Sweden - tests performed	2021-04-06	NA	44659
Sweden - tests performed	2021-04-07	NA	44659
Sweden - tests performed	2021-04-08	NA	44659
Sweden - tests performed	2021-04-09	NA	44659
Sweden - tests performed	2021-04-10	NA	44659
Sweden - tests performed	2021-04-11	NA	44659
Sweden - tests performed	2021-04-12	NA	48658
Sweden - tests performed	2021-04-13	NA	48658
Sweden - tests performed	2021-04-14	NA	48658
Sweden - tests performed	2021-04-15	NA	48658
Sweden - tests performed	2021-04-16	NA	48658
Sweden - tests performed	2021-04-17	NA	48658
Sweden - tests performed	2021-04-18	NA	48658
Sweden - tests performed	2021-04-19	NA	46636
Sweden - tests performed	2021-04-20	NA	46636
Sweden - tests performed	2021-04-21	NA	46636
Sweden - tests performed	2021-04-22	NA	46636
Sweden - tests performed	2021-04-23	NA	46636
Sweden - tests performed	2021-04-24	NA	46636
Sweden - tests performed	2021-04-25	NA	46636
Sweden - tests performed	2021-04-26	NA	49375
Sweden - tests performed	2021-04-27	NA	49375
Sweden - tests performed	2021-04-28	NA	49375
Sweden - tests performed	2021-04-29	NA	49375
Sweden - tests performed	2021-04-30	NA	49375
Sweden - tests performed	2021-05-01	NA	49375
Sweden - tests performed	2021-05-02	NA	49375
Switzerland - tests performed	2020-05-23	2512	2512
Switzerland - tests performed	2020-05-24	4166	1654
Switzerland - tests performed	2020-05-25	8043	3877
Switzerland - tests performed	2020-05-26	13622	5579
Switzerland - tests performed	2020-05-27	18530	4908
Switzerland - tests performed	2020-05-28	22682	4152
Switzerland - tests performed	2020-05-29	26365	3683
Switzerland - tests performed	2020-05-30	28950	2585
Switzerland - tests performed	2020-05-31	30508	1558
Switzerland - tests performed	2020-06-01	32280	1772
Switzerland - tests performed	2020-06-02	36415	4135
Switzerland - tests performed	2020-06-03	41574	5159
Switzerland - tests performed	2020-06-04	46715	5141
Switzerland - tests performed	2020-06-05	51514	4799
Switzerland - tests performed	2020-06-06	54631	3117
Switzerland - tests performed	2020-06-07	56160	1529
Switzerland - tests performed	2020-06-08	60761	4601
Switzerland - tests performed	2020-06-09	67172	6411
Switzerland - tests performed	2020-06-10	73694	6522
Switzerland - tests performed	2020-06-11	79298	5604
Switzerland - tests performed	2020-06-12	85735	6437
Switzerland - tests performed	2020-06-13	90091	4356
Switzerland - tests performed	2020-06-14	91878	1787
Switzerland - tests performed	2020-06-15	98254	6376
Switzerland - tests performed	2020-06-16	108182	9928
Switzerland - tests performed	2020-06-17	117705	9523
Switzerland - tests performed	2020-06-18	126108	8403
Switzerland - tests performed	2020-06-19	133665	7557
Switzerland - tests performed	2020-06-20	138362	4697
Switzerland - tests performed	2020-06-21	140135	1773
Switzerland - tests performed	2020-06-22	148302	8167
Switzerland - tests performed	2020-06-23	159944	11642
Switzerland - tests performed	2020-06-24	169061	9117
Switzerland - tests performed	2020-06-25	178301	9240
Switzerland - tests performed	2020-06-26	188469	10168
Switzerland - tests performed	2020-06-27	194914	6445
Switzerland - tests performed	2020-06-28	197449	2535
Switzerland - tests performed	2020-06-29	211388	13939
Switzerland - tests performed	2020-06-30	226318	14930
Switzerland - tests performed	2020-07-01	237463	11145
Switzerland - tests performed	2020-07-02	248295	10832
Switzerland - tests performed	2020-07-03	258635	10340
Switzerland - tests performed	2020-07-04	264843	6208
Switzerland - tests performed	2020-07-05	267343	2500
Switzerland - tests performed	2020-07-06	275127	7784
Switzerland - tests performed	2020-07-07	285089	9962
Switzerland - tests performed	2020-07-08	293923	8834
Switzerland - tests performed	2020-07-09	302431	8508
Switzerland - tests performed	2020-07-10	310103	7672
Switzerland - tests performed	2020-07-11	314844	4741
Switzerland - tests performed	2020-07-12	316775	1931
Switzerland - tests performed	2020-07-13	323472	6697
Switzerland - tests performed	2020-07-14	332196	8724
Switzerland - tests performed	2020-07-15	339890	7694
Switzerland - tests performed	2020-07-16	347138	7248
Switzerland - tests performed	2020-07-17	353820	6682
Switzerland - tests performed	2020-07-18	357579	3759
Switzerland - tests performed	2020-07-19	359343	1764
Switzerland - tests performed	2020-07-20	364984	5641
Switzerland - tests performed	2020-07-21	371776	6792
Switzerland - tests performed	2020-07-22	378465	6689
Switzerland - tests performed	2020-07-23	383948	5483
Switzerland - tests performed	2020-07-24	389465	5517
Switzerland - tests performed	2020-07-25	393095	3630
Switzerland - tests performed	2020-07-26	394872	1777
Switzerland - tests performed	2020-07-27	400290	5418
Switzerland - tests performed	2020-07-28	407551	7261
Switzerland - tests performed	2020-07-29	414320	6769
Switzerland - tests performed	2020-07-30	421370	7050
Switzerland - tests performed	2020-07-31	427056	5686
Switzerland - tests performed	2020-08-01	430106	3050
Switzerland - tests performed	2020-08-02	432230	2124
Switzerland - tests performed	2020-08-03	438414	6184
Switzerland - tests performed	2020-08-04	445707	7293
Switzerland - tests performed	2020-08-05	452472	6765
Switzerland - tests performed	2020-08-06	459046	6574
Switzerland - tests performed	2020-08-07	465179	6133
Switzerland - tests performed	2020-08-08	468903	3724
Switzerland - tests performed	2020-08-09	470919	2016
Switzerland - tests performed	2020-08-10	476843	5924
Switzerland - tests performed	2020-08-11	484114	7271
Switzerland - tests performed	2020-08-12	490749	6635
Switzerland - tests performed	2020-08-13	498051	7302
Switzerland - tests performed	2020-08-14	505345	7294
Switzerland - tests performed	2020-08-15	510189	4844
Switzerland - tests performed	2020-08-16	512608	2419
Switzerland - tests performed	2020-08-17	520785	8177
Switzerland - tests performed	2020-08-18	531311	10526
Switzerland - tests performed	2020-08-19	540699	9388
Switzerland - tests performed	2020-08-20	550733	10034
Switzerland - tests performed	2020-08-21	560669	9936
Switzerland - tests performed	2020-08-22	566803	6134
Switzerland - tests performed	2020-08-23	570102	3299
Switzerland - tests performed	2020-08-24	579924	9822
Switzerland - tests performed	2020-08-25	593018	13094
Switzerland - tests performed	2020-08-26	605794	12776
Switzerland - tests performed	2020-08-27	618854	13060
Switzerland - tests performed	2020-08-28	631285	12431
Switzerland - tests performed	2020-08-29	639647	8362
Switzerland - tests performed	2020-08-30	643484	3837
Switzerland - tests performed	2020-08-31	654742	11258
Switzerland - tests performed	2020-09-01	671062	16320
Switzerland - tests performed	2020-09-02	686957	15895
Switzerland - tests performed	2020-09-03	702353	15396
Switzerland - tests performed	2020-09-04	716763	14410
Switzerland - tests performed	2020-09-05	726282	9519
Switzerland - tests performed	2020-09-06	730616	4334
Switzerland - tests performed	2020-09-07	743841	13225
Switzerland - tests performed	2020-09-08	761348	17507
Switzerland - tests performed	2020-09-09	777584	16236
Switzerland - tests performed	2020-09-10	793141	15557
Switzerland - tests performed	2020-09-11	807137	13996
Switzerland - tests performed	2020-09-12	817001	9864
Switzerland - tests performed	2020-09-13	821140	4139
Switzerland - tests performed	2020-09-14	833847	12707
Switzerland - tests performed	2020-09-15	850553	16706
Switzerland - tests performed	2020-09-16	865878	15325
Switzerland - tests performed	2020-09-17	881020	15142
Switzerland - tests performed	2020-09-18	894377	13357
Switzerland - tests performed	2020-09-19	902186	7809
Switzerland - tests performed	2020-09-20	905744	3558
Switzerland - tests performed	2020-09-21	915934	10190
Switzerland - tests performed	2020-09-22	929242	13308
Switzerland - tests performed	2020-09-23	942029	12787
Switzerland - tests performed	2020-09-24	953825	11796
Switzerland - tests performed	2020-09-25	964948	11123
Switzerland - tests performed	2020-09-26	970940	5992
Switzerland - tests performed	2020-09-27	973742	2802
Switzerland - tests performed	2020-09-28	983011	9269
Switzerland - tests performed	2020-09-29	995418	12407
Switzerland - tests performed	2020-09-30	1007241	11823
Switzerland - tests performed	2020-10-01	1019199	11958
Switzerland - tests performed	2020-10-02	1030382	11183
Switzerland - tests performed	2020-10-03	1037973	7591
Switzerland - tests performed	2020-10-04	1041505	3532
Switzerland - tests performed	2020-10-05	1053207	11702
Switzerland - tests performed	2020-10-06	1067963	14756
Switzerland - tests performed	2020-10-07	1083224	15261
Switzerland - tests performed	2020-10-08	1098940	15716
Switzerland - tests performed	2020-10-09	1114940	16000
Switzerland - tests performed	2020-10-10	1125755	10815
Switzerland - tests performed	2020-10-11	1130857	5102
Switzerland - tests performed	2020-10-12	1145833	14976
Switzerland - tests performed	2020-10-13	1166145	20312
Switzerland - tests performed	2020-10-14	1186394	20249
Switzerland - tests performed	2020-10-15	1208447	22053
Switzerland - tests performed	2020-10-16	1232767	24320
Switzerland - tests performed	2020-10-17	1248840	16073
Switzerland - tests performed	2020-10-18	1257351	8511
Switzerland - tests performed	2020-10-19	1278532	21181
Switzerland - tests performed	2020-10-20	1307425	28893
Switzerland - tests performed	2020-10-21	1335603	28178
Switzerland - tests performed	2020-10-22	1366143	30540
Switzerland - tests performed	2020-10-23	1398479	32336
Switzerland - tests performed	2020-10-24	1421461	22982
Switzerland - tests performed	2020-10-25	1434516	13055
Switzerland - tests performed	2020-10-26	1463206	28690
Switzerland - tests performed	2020-10-27	1501013	37807
Switzerland - tests performed	2020-10-28	1538367	37354
Switzerland - tests performed	2020-10-29	1576378	38011
Switzerland - tests performed	2020-10-30	1614554	38176
Switzerland - tests performed	2020-10-31	1639024	24470
Switzerland - tests performed	2020-11-01	1651795	12771
Switzerland - tests performed	2020-11-02	1681883	30088
Switzerland - tests performed	2020-11-03	1720015	38132
Switzerland - tests performed	2020-11-04	1756416	36401
Switzerland - tests performed	2020-11-05	1791484	35068
Switzerland - tests performed	2020-11-06	1824079	32595
Switzerland - tests performed	2020-11-07	1846779	22700
Switzerland - tests performed	2020-11-08	1858600	11821
Switzerland - tests performed	2020-11-09	1885949	27349
Switzerland - tests performed	2020-11-10	1920417	34468
Switzerland - tests performed	2020-11-11	1951776	31359
Switzerland - tests performed	2020-11-12	1982362	30586
Switzerland - tests performed	2020-11-13	2010587	28225
Switzerland - tests performed	2020-11-14	2029092	18505
Switzerland - tests performed	2020-11-15	2038490	9398
Switzerland - tests performed	2020-11-16	2064138	25648
Switzerland - tests performed	2020-11-17	2093243	29105
Switzerland - tests performed	2020-11-18	2119506	26263
Switzerland - tests performed	2020-11-19	2144981	25475
Switzerland - tests performed	2020-11-20	2170526	25545
Switzerland - tests performed	2020-11-21	2187010	16484
Switzerland - tests performed	2020-11-22	2196351	9341
Switzerland - tests performed	2020-11-23	2222666	26315
Switzerland - tests performed	2020-11-24	2252169	29503
Switzerland - tests performed	2020-11-25	2279740	27571
Switzerland - tests performed	2020-11-26	2305868	26128
Switzerland - tests performed	2020-11-27	2331896	26028
Switzerland - tests performed	2020-11-28	2347666	15770
Switzerland - tests performed	2020-11-29	2356415	8749
Switzerland - tests performed	2020-11-30	2381581	25166
Switzerland - tests performed	2020-12-01	2408615	27034
Switzerland - tests performed	2020-12-02	2436433	27818
Switzerland - tests performed	2020-12-03	2463793	27360
Switzerland - tests performed	2020-12-04	2492346	28553
Switzerland - tests performed	2020-12-05	2510575	18229
Switzerland - tests performed	2020-12-06	2520661	10086
Switzerland - tests performed	2020-12-07	2549602	28941
Switzerland - tests performed	2020-12-08	2581013	31411
Switzerland - tests performed	2020-12-09	2613872	32859
Switzerland - tests performed	2020-12-10	2648454	34582
Switzerland - tests performed	2020-12-11	2687883	39429
Switzerland - tests performed	2020-12-12	2714794	26911
Switzerland - tests performed	2020-12-13	2730284	15490
Switzerland - tests performed	2020-12-14	2762271	31987
Switzerland - tests performed	2020-12-15	2801588	39317
Switzerland - tests performed	2020-12-16	2842561	40973
Switzerland - tests performed	2020-12-17	2886315	43754
Switzerland - tests performed	2020-12-18	2931233	44918
Switzerland - tests performed	2020-12-19	2957631	26398
Switzerland - tests performed	2020-12-20	2972792	15161
Switzerland - tests performed	2020-12-21	3011238	38446
Switzerland - tests performed	2020-12-22	3056152	44914
Switzerland - tests performed	2020-12-23	3102616	46464
Switzerland - tests performed	2020-12-24	3137291	34675
Switzerland - tests performed	2020-12-25	3150247	12956
Switzerland - tests performed	2020-12-26	3165473	15226
Switzerland - tests performed	2020-12-27	3178288	12815
Switzerland - tests performed	2020-12-28	3207212	28924
Switzerland - tests performed	2020-12-29	3236681	29469
Switzerland - tests performed	2020-12-30	3265041	28360
Switzerland - tests performed	2020-12-31	3288641	23600
Switzerland - tests performed	2021-01-01	3298685	10044
Switzerland - tests performed	2021-01-02	3314629	15944
Switzerland - tests performed	2021-01-03	3326986	12357
Switzerland - tests performed	2021-01-04	3356417	29431
Switzerland - tests performed	2021-01-05	3387766	31349
Switzerland - tests performed	2021-01-06	3414788	27022
Switzerland - tests performed	2021-01-07	3442358	27570
Switzerland - tests performed	2021-01-08	3468919	26561
Switzerland - tests performed	2021-01-09	3484732	15813
Switzerland - tests performed	2021-01-10	3493639	8907
Switzerland - tests performed	2021-01-11	3521162	27523
Switzerland - tests performed	2021-01-12	3546904	25742
Switzerland - tests performed	2021-01-13	3571418	24514
Switzerland - tests performed	2021-01-14	3595272	23854
Switzerland - tests performed	2021-01-15	3618071	22799
Switzerland - tests performed	2021-01-16	3632506	14435
Switzerland - tests performed	2021-01-17	3640427	7921
Switzerland - tests performed	2021-01-18	3668068	27641
Switzerland - tests performed	2021-01-19	3699447	31379
Switzerland - tests performed	2021-01-20	3726137	26690
Switzerland - tests performed	2021-01-21	3752135	25998
Switzerland - tests performed	2021-01-22	3778705	26570
Switzerland - tests performed	2021-01-23	3794705	16000
Switzerland - tests performed	2021-01-24	3802789	8084
Switzerland - tests performed	2021-01-25	3828444	25655
Switzerland - tests performed	2021-01-26	3856211	27767
Switzerland - tests performed	2021-01-27	3881931	25720
Switzerland - tests performed	2021-01-28	3910803	28872
Switzerland - tests performed	2021-01-29	3940120	29317
Switzerland - tests performed	2021-01-30	3958988	18868
Switzerland - tests performed	2021-01-31	3969902	10914
Switzerland - tests performed	2021-02-01	3998495	28593
Switzerland - tests performed	2021-02-02	4028947	30452
Switzerland - tests performed	2021-02-03	4059994	31047
Switzerland - tests performed	2021-02-04	4094541	34547
Switzerland - tests performed	2021-02-05	4125982	31441
Switzerland - tests performed	2021-02-06	4144402	18420
Switzerland - tests performed	2021-02-07	4155261	10859
Switzerland - tests performed	2021-02-08	4188591	33330
Switzerland - tests performed	2021-02-09	4222008	33417
Switzerland - tests performed	2021-02-10	4253951	31943
Switzerland - tests performed	2021-02-11	4288168	34217
Switzerland - tests performed	2021-02-12	4320571	32403
Switzerland - tests performed	2021-02-13	4339076	18505
Switzerland - tests performed	2021-02-14	4348486	9410
Switzerland - tests performed	2021-02-15	4379303	30817
Switzerland - tests performed	2021-02-16	4410221	30918
Switzerland - tests performed	2021-02-17	4439696	29475
Switzerland - tests performed	2021-02-18	4470277	30581
Switzerland - tests performed	2021-02-19	4500333	30056
Switzerland - tests performed	2021-02-20	4515944	15611
Switzerland - tests performed	2021-02-21	4524511	8567
Switzerland - tests performed	2021-02-22	4551156	26645
